date,BTC,ETH,USDT-USD,SPY,IVV,VTI,VOO,QQQ
2017-11-09,7441.99999994,328.75704205,1.0132700204849243,258.3900146484375,260.1600036621094,132.74000549316406,237.33999633789065,153.77000427246094
2017-11-10,7277.39199995,323.52190223,1.0242300033569336,258.2900085449219,259.9700012207031,132.6300048828125,237.17999267578125,153.8000030517578
2017-11-13,6701.98532544,318.0,1.029289960861206,258.5899963378906,260.3599853515625,132.75,237.5200042724609,154.07000732421875
2017-11-14,6687.99999997,337.00000004,1.0134299993515017,257.8500061035156,259.6199951171875,132.4199981689453,236.8500061035156,153.5
2017-11-15,7298.35,338.7746993,1.0116300582885742,257.2200012207031,258.9800109863281,132.0800018310547,236.2400054931641,153.0
2017-11-16,7980.0,335.0,1.010890007019043,259.0400085449219,260.82000732421875,133.10000610351562,237.92999267578125,154.88999938964844
2017-11-17,8022.0,334.69696969,1.0118099451065063,258.5899963378906,260.19000244140625,132.91000366210938,237.38999938964844,154.69000244140625
2017-11-20,8299.754,373.6,1.0029799938201904,258.5199890136719,260.2799987792969,133.0500030517578,237.47000122070312,154.1999969482422
2017-11-21,8389.16699997,373.6,1.011199951171875,260.20001220703125,261.9700012207031,133.94000244140625,239.0,155.57000732421875
2017-11-22,8319.0,382.9999999,1.0033999681472778,260.1499938964844,261.9100036621094,134.0,238.9499969482422,155.83999633789062
2017-11-24,8338.58061257,478.65967355,1.0071300268173218,260.4800109863281,262.2699890136719,134.1300048828125,239.27999877929688,156.30999755859375
2017-11-27,9730.00000016,488.0,1.020169973373413,260.75,262.5400085449219,134.2899932861328,239.52999877929688,156.55999755859375
2017-11-28,9951.42766235,480.0,1.0064799785614014,262.8999938964844,264.70001220703125,135.36000061035156,241.47999572753903,156.69000244140625
2017-11-29,11447.09553169,513.0,1.048449993133545,263.6300048828125,265.44000244140625,135.7899932861328,242.17999267578125,156.4499969482422
2017-11-30,10570.10000001,455.83342406,1.0286699533462524,266.04998779296875,267.8699951171875,136.9199981689453,244.3999938964844,155.4499969482422
2017-12-01,10829.585001,464.79099997,1.0192099809646606,265.3099975585937,267.1400146484375,136.5,243.7100067138672,155.24000549316406
2017-12-04,11600.0,470.94975999,1.014050006866455,266.79998779296875,268.6499938964844,137.3800048828125,245.07000732421875,155.6300048828125
2017-12-05,11867.0,467.33039093,1.008370041847229,265.1499938964844,266.9700012207031,136.3300018310547,243.5800018310547,154.5500030517578
2017-12-06,13666.0,456.0,1.0200400352478027,263.7300109863281,265.54998779296875,135.4600067138672,242.25999450683597,153.74000549316406
2017-12-07,16672.0,427.08028579,1.076949954032898,264.42999267578125,266.239990234375,135.94000244140625,242.91000366210935,154.4600067138672
2017-12-08,17200.0,453.40075038,1.0576599836349487,265.5199890136719,267.3699951171875,136.52000427246094,243.9199981689453,155.52999877929688
2017-12-11,17450.0,508.99999999,1.0296299457550049,266.3800048828125,268.2300109863281,136.8300018310547,244.7100067138672,155.9499969482422
2017-12-12,16980.0,629.5,1.0816700458526611,267.32000732421875,269.1700134277344,137.25,245.5800018310547,156.14999389648438
2017-12-13,16530.000001,700.0,1.0880000591278076,267.5599975585937,269.4100036621094,137.42999267578125,245.8000030517578,156.49000549316406
2017-12-14,16668.00000001,733.2144435,1.051419973373413,267.2200012207031,269.07000732421875,137.24000549316406,245.47999572753903,156.66000366210938
2017-12-15,18000.0,697.0,1.0187300443649292,267.0400085449219,270.25,137.8300018310547,246.5500030517578,157.82000732421875
2017-12-18,19200.0,797.0,1.0183000564575195,268.6000061035156,271.8399963378906,138.67999267578125,248.00999450683597,158.77000427246094
2017-12-19,19000.0,865.00000003,1.0339699983596802,268.5299987792969,270.4800109863281,138.72000122070312,247.9499969482422,158.5
2017-12-20,17835.00000003,829.1246403,1.019189953804016,268.3299865722656,270.29998779296875,138.5500030517578,247.7700042724609,158.27999877929688
2017-12-21,17375.98798753,842.0,1.040410041809082,268.3900146484375,270.3399963378906,137.92999267578125,247.80999755859372,158.25
2017-12-22,15519.79447536,784.77839994,1.0590900182724,267.6400146484375,269.6000061035156,137.86000061035156,247.1300048828125,157.42999267578125
